"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042448","GO:0042448","progesterone metabolic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"ADM",1
"GO:0043455","GO:0043455","regulation of secondary metabolic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"CDH3",1
"GO:0043517","GO:0043517","positive regulation of DNA damage response, signal transduction by p53 class mediator","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"SPRED2",1
"GO:0043584","GO:0043584","nose development","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"ALDH1A3",1
"GO:0045019","GO:0045019","negative regulation of nitric oxide biosynthetic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"ZC3H12A",1
"GO:0045869","GO:0045869","negative regulation of single stranded viral RNA replication via double stranded DNA intermediate","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"APOBEC3C",1
"GO:0046135","GO:0046135","pyrimidine nucleoside catabolic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"APOBEC3C",1
"GO:0046184","GO:0046184","aldehyde biosynthetic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"BMP2",1
"GO:0046325","GO:0046325","negative regulation of glucose import","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"GRB10",1
"GO:0046459","GO:0046459","short-chain fatty acid metabolic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"ACSS1",1
"GO:0048021","GO:0048021","regulation of melanin biosynthetic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"CDH3",1
"GO:0048291","GO:0048291","isotype switching to IgG isotypes","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"CD40",1
"GO:0048385","GO:0048385","regulation of retinoic acid receptor signaling pathway","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"DHRS3",1
"GO:0048712","GO:0048712","negative regulation of astrocyte differentiation","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"LDLR",1
"GO:0050665","GO:0050665","hydrogen peroxide biosynthetic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"SOD2",1
"GO:0050802","GO:0050802","circadian sleep/wake cycle, sleep","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"PTGDS",1
"GO:0051770","GO:0051770","positive regulation of nitric-oxide synthase biosynthetic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"CCL2",1
"GO:0051969","GO:0051969","regulation of transmission of nerve impulse","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"ITGA2",1
"GO:0055091","GO:0055091","phospholipid homeostasis","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"ITGB6",1
"GO:0060856","GO:0060856","establishment of blood-brain barrier","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"LRP5",1
"GO:0060911","GO:0060911","cardiac cell fate commitment","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"DKK1",1
"GO:0071380","GO:0071380","cellular response to prostaglandin E stimulus","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"SFRP1",1
"GO:0072378","GO:0072378","blood coagulation, fibrin clot formation","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"THBD",1
"GO:0072520","GO:0072520","seminiferous tubule development","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"ADGRG1",1
"GO:0072531","GO:0072531","pyrimidine-containing compound transmembrane transport","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"SLC44A4",1
"GO:0072540","GO:0072540","T-helper 17 cell lineage commitment","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"SOCS3",1
"GO:0099149","GO:0099149","regulation of postsynaptic neurotransmitter receptor internalization","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"EFNB2",1
"GO:1900006","GO:1900006","positive regulation of dendrite development","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"DAB2IP",1
"GO:1900373","GO:1900373","positive regulation of purine nucleotide biosynthetic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"PPARA",1
"GO:1900376","GO:1900376","regulation of secondary metabolite biosynthetic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"CDH3",1
"GO:1901142","GO:1901142","insulin metabolic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"CEACAM1",1
"GO:1901524","GO:1901524","regulation of mitophagy","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"VPS13D",1
"GO:1901741","GO:1901741","positive regulation of myoblast fusion","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"SCGB3A1",1
"GO:1903789","GO:1903789","regulation of amino acid transmembrane transport","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"PER2",1
"GO:1904177","GO:1904177","regulation of adipose tissue development","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"SORL1",1
"GO:1904406","GO:1904406","negative regulation of nitric oxide metabolic process","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"ZC3H12A",1
"GO:1904683","GO:1904683","regulation of metalloendopeptidase activity","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"SORL1",1
"GO:1905664","GO:1905664","regulation of calcium ion import across plasma membrane","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"RAMP3",1
"GO:2000232","GO:2000232","regulation of rRNA processing","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"DIMT1",1
"GO:2000345","GO:2000345","regulation of hepatocyte proliferation","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"CEACAM1",1
"GO:2000758","GO:2000758","positive regulation of peptidyl-lysine acetylation","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"DIP2B",1
"GO:2000846","GO:2000846","regulation of corticosteroid hormone secretion","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"CRY1",1
"GO:2001023","GO:2001023","regulation of response to drug","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"C1orf115",1
"GO:2001256","GO:2001256","regulation of store-operated calcium entry","1/842","16/18870",0.51840571478586,0.689192045395717,0.528716968669216,"CRACR2B",1
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","22/842","490/18870",0.519455971734873,0.690409349320591,0.529650829188078,"EDN1/DKK1/ACHE/CX3CL1/MME/SNCG/MYOF/CLN3/PTPRS/CDH1/ZDHHC2/PLK2/FBXO2/NPTN/CCL2/PLAT/RGS14/SYNGR1/SLC12A2/CLSTN3/IQSEC2/PTGS2",22
"GO:0006900","GO:0006900","vesicle budding from membrane","4/842","84/18870",0.519721063282554,0.690582728905756,0.529783838164763,"ANXA2/PRKCI/AP1G1/RILP",4
"GO:0019395","GO:0019395","fatty acid oxidation","5/842","107/18870",0.522705258515381,0.694368109537785,0.532687810992651,"SOX9/IRS1/PLIN5/PPARA/BDH2",5
"GO:0001580","GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste","2/842","39/18870",0.524528434145108,0.695349273385955,0.533440515524048,"PIGR/AZGP1",2
"GO:0001662","GO:0001662","behavioral fear response","2/842","39/18870",0.524528434145108,0.695349273385955,0.533440515524048,"PDE8B/NPAS2",2
"GO:0032885","GO:0032885","regulation of polysaccharide biosynthetic process","2/842","39/18870",0.524528434145108,0.695349273385955,0.533440515524048,"IRS1/INSR",2
"GO:0044060","GO:0044060","regulation of endocrine process","2/842","39/18870",0.524528434145108,0.695349273385955,0.533440515524048,"GJA1/CRY1",2
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","2/842","39/18870",0.524528434145108,0.695349273385955,0.533440515524048,"BMI1/ARRDC3",2
"GO:0060999","GO:0060999","positive regulation of dendritic spine development","2/842","39/18870",0.524528434145108,0.695349273385955,0.533440515524048,"DLG5/EEF2K",2
"GO:0098926","GO:0098926","postsynaptic signal transduction","2/842","39/18870",0.524528434145108,0.695349273385955,0.533440515524048,"ACHE/AGRN",2
"GO:0099622","GO:0099622","cardiac muscle cell membrane repolarization","2/842","39/18870",0.524528434145108,0.695349273385955,0.533440515524048,"ATP1B1/ATP1A1",2
"GO:0009746","GO:0009746","response to hexose","9/842","198/18870",0.525544918494829,0.696336834657706,0.534198127869494,"EFNA5/PDE8B/GPX1/TCF7L2/LRP5/ICAM1/GAS6/HLA-DRB1/PTGS2",9
"GO:0051650","GO:0051650","establishment of vesicle localization","9/842","198/18870",0.525544918494829,0.696336834657706,0.534198127869494,"CDH3/SDC4/CLN3/MYO5C/MKKS/LIMK2/ATP9A/SDC1/AP1G1",9
"GO:0015695","GO:0015695","organic cation transport","3/842","62/18870",0.527030738847191,0.697764754658555,0.535293563516778,"SLC7A8/SLC44A4/SLC22A18",3
"GO:0022617","GO:0022617","extracellular matrix disassembly","3/842","62/18870",0.527030738847191,0.697764754658555,0.535293563516778,"MMP7/DDR1/ADAM10",3
"GO:0051653","GO:0051653","spindle localization","3/842","62/18870",0.527030738847191,0.697764754658555,0.535293563516778,"GJA1/SPRY1/MISP",3
"GO:0030433","GO:0030433","ubiquitin-dependent ERAD pathway","4/842","85/18870",0.529105927950332,0.699789660767729,0.536846979907804,"FBXO2/AMFR/ERLIN1/RNF103",4
"GO:0034103","GO:0034103","regulation of tissue remodeling","4/842","85/18870",0.529105927950332,0.699789660767729,0.536846979907804,"CEACAM1/LEPR/IL20RA/SFRP1",4
"GO:0061515","GO:0061515","myeloid cell development","4/842","85/18870",0.529105927950332,0.699789660767729,0.536846979907804,"LTF/ANXA2/NOTCH2/ABI1",4
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","4/842","85/18870",0.529105927950332,0.699789660767729,0.536846979907804,"ENTPD5/CMPK1/SHMT1/APOBEC3C",4
"GO:0030218","GO:0030218","erythrocyte differentiation","6/842","131/18870",0.532823816801717,0.701955608124948,0.538508596765771,"GATA3/ZFP36L1/MB/TGFBR3/EPAS1/CDK6",6
"GO:0032984","GO:0032984","protein-containing complex disassembly","11/842","245/18870",0.535264519733403,0.701955608124948,0.538508596765771,"ATXN7/MID1/CLN3/ADD3/LIMA1/INSR/SWAP70/TRIOBP/VAMP8/MYC/EEF2K",11
"GO:0031396","GO:0031396","regulation of protein ubiquitination","9/842","200/18870",0.537768211988692,0.701955608124948,0.538508596765771,"PER2/FBXO2/TICAM1/CHP1/CRY1/BMI1/BCL10/NDFIP2/ARRDC3",9
"GO:0032623","GO:0032623","interleukin-2 production","3/842","63/18870",0.537910366278505,0.701955608124948,0.538508596765771,"GATA3/CD34/GBP1",3
"GO:0032663","GO:0032663","regulation of interleukin-2 production","3/842","63/18870",0.537910366278505,0.701955608124948,0.538508596765771,"GATA3/CD34/GBP1",3
"GO:0046173","GO:0046173","polyol biosynthetic process","3/842","63/18870",0.537910366278505,0.701955608124948,0.538508596765771,"SPTSSB/ITPKC/GCH1",3
"GO:0060113","GO:0060113","inner ear receptor cell differentiation","3/842","63/18870",0.537910366278505,0.701955608124948,0.538508596765771,"SDC4/TRIOBP/HES1",3
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"RRM2B/POLD4",2
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"HLA-DRA/HLA-DRB1",2
"GO:0002209","GO:0002209","behavioral defense response","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"PDE8B/NPAS2",2
"GO:0006730","GO:0006730","one-carbon metabolic process","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"MAT2B/SHMT1",2
"GO:0008210","GO:0008210","estrogen metabolic process","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"CYP3A5/PLEKHA1",2
"GO:0009595","GO:0009595","detection of biotic stimulus","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"YAP1/HLA-DRB1",2
"GO:0010742","GO:0010742","macrophage derived foam cell differentiation","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"PLA2G2A/PPARA",2
"GO:0021532","GO:0021532","neural tube patterning","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"BMI1/HES1",2
"GO:0046839","GO:0046839","phospholipid dephosphorylation","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"EPHX2/PLPP3",2
"GO:0051693","GO:0051693","actin filament capping","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"ADD3/TRIOBP",2
"GO:0052652","GO:0052652","cyclic purine nucleotide metabolic process","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"EPHA2/PDE8B",2
"GO:0071354","GO:0071354","cellular response to interleukin-6","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"YAP1/IL6ST",2
"GO:1901532","GO:1901532","regulation of hematopoietic progenitor cell differentiation","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"CDK6/HES1",2
"GO:1903146","GO:1903146","regulation of autophagy of mitochondrion","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"VPS13D/CTTN",2
"GO:2000677","GO:2000677","regulation of transcription regulatory region DNA binding","2/842","40/18870",0.538247383096472,0.701955608124948,0.538508596765771,"GATA3/PER2",2
"GO:0044242","GO:0044242","cellular lipid catabolic process","10/842","223/18870",0.539290891895848,0.701955608124948,0.538508596765771,"SORL1/IRS1/PLIN5/LDLR/PRKCD/PPARA/SRD5A3/BDH2/FUCA1/PNPLA2",10
"GO:0001574","GO:0001574","ganglioside biosynthetic process","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"ST6GALNAC6",1
"GO:0002091","GO:0002091","negative regulation of receptor internalization","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"ANXA2",1
"GO:0002098","GO:0002098","tRNA wobble uridine modification","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"ELP5",1
"GO:0002730","GO:0002730","regulation of dendritic cell cytokine production","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"TICAM1",1
"GO:0006491","GO:0006491","N-glycan processing","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"GNPTAB",1
"GO:0009163","GO:0009163","nucleoside biosynthetic process","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"NT5E",1
"GO:0010155","GO:0010155","regulation of proton transport","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"CHP1",1
"GO:0010421","GO:0010421","hydrogen peroxide-mediated programmed cell death","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"MET",1
"GO:0010470","GO:0010470","regulation of gastrulation","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"TGIF2",1
"GO:0010831","GO:0010831","positive regulation of myotube differentiation","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"PIEZO1",1
"GO:0030889","GO:0030889","negative regulation of B cell proliferation","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"TNFRSF21",1
"GO:0032274","GO:0032274","gonadotropin secretion","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"GJA1",1
"GO:0032488","GO:0032488","Cdc42 protein signal transduction","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"RHOV",1
"GO:0032780","GO:0032780","negative regulation of ATP-dependent activity","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"LTF",1
"GO:0032905","GO:0032905","transforming growth factor beta1 production","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"CX3CL1",1
"GO:0034404","GO:0034404","nucleobase-containing small molecule biosynthetic process","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"NT5E",1
"GO:0036065","GO:0036065","fucosylation","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"SLC35C1",1
"GO:0036166","GO:0036166","phenotypic switching","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"SOD2",1
"GO:0043923","GO:0043923","positive regulation by host of viral transcription","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"SP1",1
"GO:0045217","GO:0045217","cell-cell junction maintenance","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"TJP1",1
"GO:0048557","GO:0048557","embryonic digestive tract morphogenesis","1/842","17/18870",0.539913213892166,0.701955608124948,0.538508596765771,"FGFR2",1
