"CpG","sample_id","Beta_value"
"cg25003777","TCGA-J9-A52B-01",0.5232
"cg25003777","TCGA-J9-A52C-01",0.3623
"cg25003777","TCGA-J9-A52D-01",0.8035
"cg25003777","TCGA-J9-A52E-01",0.4549
"cg25003777","TCGA-J9-A8CK-01",0.3918
"cg25003777","TCGA-J9-A8CL-01",0.4174
"cg25003777","TCGA-J9-A8CM-01",0.4994
"cg25003777","TCGA-J9-A8CN-01",0.6336
"cg25003777","TCGA-J9-A8CP-01",0.5613
"cg25003777","TCGA-KC-A4BL-01",0.2573
"cg25003777","TCGA-KC-A4BN-01",0.4287
"cg25003777","TCGA-KC-A4BO-01",0.0311
"cg25003777","TCGA-KC-A4BR-01",0.2086
"cg25003777","TCGA-KC-A4BV-01",0.5158
"cg25003777","TCGA-KC-A7F3-01",0.458
"cg25003777","TCGA-KC-A7F5-01",0.6458
"cg25003777","TCGA-KC-A7F6-01",0.5066
"cg25003777","TCGA-KC-A7FA-01",0.3077
"cg25003777","TCGA-KC-A7FD-01",0.595
"cg25003777","TCGA-KC-A7FE-01",0.3312
"cg25003777","TCGA-KK-A59V-01",0.4727
"cg25003777","TCGA-KK-A59X-01",0.6346
"cg25003777","TCGA-KK-A59Y-01",0.6442
"cg25003777","TCGA-KK-A59Z-01",0.5018
"cg25003777","TCGA-KK-A5A1-01",0.654
"cg25003777","TCGA-KK-A6DY-01",0.4863
"cg25003777","TCGA-KK-A6E0-01",0.6205
"cg25003777","TCGA-KK-A6E1-01",0.6156
"cg25003777","TCGA-KK-A6E2-01",0.7117
"cg25003777","TCGA-KK-A6E3-01",0.317
"cg25003777","TCGA-KK-A6E4-01",0.6244
"cg25003777","TCGA-KK-A6E5-01",0.5593
"cg25003777","TCGA-KK-A6E6-01",0.5658
"cg25003777","TCGA-KK-A6E7-01",0.6385
"cg25003777","TCGA-KK-A6E8-01",0.5874
"cg25003777","TCGA-KK-A7AP-01",0.6949
"cg25003777","TCGA-KK-A7AQ-01",0.5505
"cg25003777","TCGA-KK-A7AU-01",0.7194
"cg25003777","TCGA-KK-A7AV-01",0.4788
"cg25003777","TCGA-KK-A7AW-01",0.6268
"cg25003777","TCGA-KK-A7AY-01",0.5401
"cg25003777","TCGA-KK-A7AZ-01",0.0467
"cg25003777","TCGA-KK-A7B0-01",0.3597
"cg25003777","TCGA-KK-A7B1-01",0.5097
"cg25003777","TCGA-KK-A7B2-01",0.3103
"cg25003777","TCGA-KK-A7B3-01",0.5335
"cg25003777","TCGA-KK-A7B4-01",0.6041
"cg25003777","TCGA-KK-A8I4-01",0.3698
"cg25003777","TCGA-KK-A8I5-01",0.6703
"cg25003777","TCGA-KK-A8I6-01",0.5199
"cg25003777","TCGA-KK-A8I7-01",0.3408
"cg25003777","TCGA-KK-A8I8-01",0.5599
"cg25003777","TCGA-KK-A8I9-01",0.4988
"cg25003777","TCGA-KK-A8IA-01",0.6567
"cg25003777","TCGA-KK-A8IB-01",0.3528
"cg25003777","TCGA-KK-A8IC-01",0.2658
"cg25003777","TCGA-KK-A8ID-01",0.6777
"cg25003777","TCGA-KK-A8IF-01",0.8185
"cg25003777","TCGA-KK-A8IG-01",0.5235
"cg25003777","TCGA-KK-A8IH-01",0.5722
"cg25003777","TCGA-KK-A8II-01",0.7767
"cg25003777","TCGA-KK-A8IJ-01",0.4474
"cg25003777","TCGA-KK-A8IK-01",0.0391
"cg25003777","TCGA-KK-A8IL-01",0.5421
"cg25003777","TCGA-KK-A8IM-01",0.3032
"cg25003777","TCGA-M7-A71Y-01",0.2925
"cg25003777","TCGA-M7-A71Z-01",0.6527
"cg25003777","TCGA-M7-A720-01",0.257
"cg25003777","TCGA-M7-A721-01",0.5071
"cg25003777","TCGA-M7-A722-01",0.6797
"cg25003777","TCGA-M7-A723-01",0.194
"cg25003777","TCGA-M7-A724-01",0.8569
"cg25003777","TCGA-M7-A725-01",0.04
"cg25003777","TCGA-MG-AAMC-01",0.5691
"cg25003777","TCGA-QU-A6IL-01",0.4532
"cg25003777","TCGA-QU-A6IM-01",0.4048
"cg25003777","TCGA-QU-A6IN-01",0.721
"cg25003777","TCGA-QU-A6IO-01",0.5418
"cg25003777","TCGA-QU-A6IP-01",0.4869
"cg25003777","TCGA-SU-A7E7-01",0.3222
"cg25003777","TCGA-TK-A8OK-01",0.4492
"cg25003777","TCGA-TP-A8TT-01",0.4006
"cg25003777","TCGA-TP-A8TV-01",0.7474
"cg25003777","TCGA-V1-A8MF-01",0.3504
"cg25003777","TCGA-V1-A8MG-01",0.4133
"cg25003777","TCGA-V1-A8MJ-01",0.1875
"cg25003777","TCGA-V1-A8MK-01",0.3287
"cg25003777","TCGA-V1-A8ML-01",0.5123
"cg25003777","TCGA-V1-A8MM-01",0.6278
"cg25003777","TCGA-V1-A8MU-01",0.442
"cg25003777","TCGA-V1-A8WL-01",0.4457
"cg25003777","TCGA-V1-A8WN-01",0.3645
"cg25003777","TCGA-V1-A8WS-01",0.4937
"cg25003777","TCGA-V1-A8WV-01",0.0323
"cg25003777","TCGA-V1-A8WW-01",0.6577
"cg25003777","TCGA-V1-A8X3-01",0.5561
"cg25003777","TCGA-V1-A9O5-01",0.0261
"cg25003777","TCGA-V1-A9O7-01",0.2919
"cg25003777","TCGA-V1-A9O9-01",0.3819
"cg25003777","TCGA-V1-A9OA-01",0.3793
"cg25003777","TCGA-V1-A9OF-01",0.4513
"cg25003777","TCGA-V1-A9OH-01",0.3827
"cg25003777","TCGA-V1-A9OL-01",0.4626
"cg25003777","TCGA-V1-A9OQ-01",0.4749
"cg25003777","TCGA-V1-A9OT-01",0.6072
"cg25003777","TCGA-V1-A9OX-01",0.4191
"cg25003777","TCGA-V1-A9OY-01",0.3831
"cg25003777","TCGA-V1-A9Z7-01",0.428
"cg25003777","TCGA-V1-A9Z8-01",0.3885
"cg25003777","TCGA-V1-A9Z9-01",0.4205
"cg25003777","TCGA-V1-A9ZG-01",0.285
"cg25003777","TCGA-V1-A9ZI-01",0.2144
"cg25003777","TCGA-V1-A9ZK-01",0.3613
"cg25003777","TCGA-V1-A9ZR-01",0.3693
"cg25003777","TCGA-VN-A88I-01",0.2073
"cg25003777","TCGA-VN-A88K-01",0.402
"cg25003777","TCGA-VN-A88L-01",0.5478
"cg25003777","TCGA-VN-A88M-01",0.5102
"cg25003777","TCGA-VN-A88N-01",0.3717
"cg25003777","TCGA-VN-A88O-01",0.5118
"cg25003777","TCGA-VN-A88P-01",0.6673
"cg25003777","TCGA-VN-A88Q-01",0.534
"cg25003777","TCGA-VN-A88R-01",0.6163
"cg25003777","TCGA-VN-A943-01",0.4803
"cg25003777","TCGA-VP-A872-01",0.4828
"cg25003777","TCGA-VP-A875-01",0.8363
"cg25003777","TCGA-VP-A876-01",0.4805
"cg25003777","TCGA-VP-A878-01",0.2905
"cg25003777","TCGA-VP-A879-01",0.4126
"cg25003777","TCGA-VP-A87B-01",0.7575
"cg25003777","TCGA-VP-A87C-01",0.2296
"cg25003777","TCGA-VP-A87D-01",0.0964
"cg25003777","TCGA-VP-A87E-01",0.3426
"cg25003777","TCGA-VP-A87H-01",0.4688
"cg25003777","TCGA-VP-A87J-01",0.4387
"cg25003777","TCGA-VP-A87K-01",0.7019
"cg25003777","TCGA-VP-AA1N-01",0.2856
"cg25003777","TCGA-WW-A8ZI-01",0.7691
"cg25003777","TCGA-X4-A8KQ-01",0.3978
"cg25003777","TCGA-X4-A8KS-01",0.314
"cg25003777","TCGA-XA-A8JR-01",0.393
"cg25003777","TCGA-XJ-A83F-01",0.6375
"cg25003777","TCGA-XJ-A83G-01",0.5626
"cg25003777","TCGA-XJ-A83H-01",0.4561
"cg25003777","TCGA-XJ-A9DI-01",0.2489
"cg25003777","TCGA-XJ-A9DK-01",0.1586
"cg25003777","TCGA-XJ-A9DQ-01",0.2689
"cg25003777","TCGA-XJ-A9DX-01",0.6285
"cg25003777","TCGA-XK-AAIR-01",0.3053
"cg25003777","TCGA-XK-AAIV-01",0.0288
"cg25003777","TCGA-XK-AAIW-01",0.4234
"cg25003777","TCGA-XK-AAJ3-01",0.5781
"cg25003777","TCGA-XK-AAJA-01",0.4993
"cg25003777","TCGA-XK-AAJP-01",0.6356
"cg25003777","TCGA-XK-AAJR-01",0.3862
"cg25003777","TCGA-XK-AAJT-01",0.5178
"cg25003777","TCGA-XK-AAJU-01",0.0317
"cg25003777","TCGA-XK-AAK1-01",0.5241
"cg25003777","TCGA-XQ-A8TA-01",0.7229
"cg25003777","TCGA-XQ-A8TB-01",0.4769
"cg25003777","TCGA-Y6-A8TL-01",0.518
"cg25003777","TCGA-Y6-A9XI-01",0.139
"cg25003777","TCGA-YJ-A8SW-01",0.6529
"cg25003777","TCGA-YL-A8HJ-01",0.3415
"cg25003777","TCGA-YL-A8HK-01",0.3455
"cg25003777","TCGA-YL-A8HL-01",0.561
"cg25003777","TCGA-YL-A8HM-01",0.6322
"cg25003777","TCGA-YL-A8HO-01",0.4416
"cg25003777","TCGA-YL-A8S8-01",0.5491
"cg25003777","TCGA-YL-A8S9-01",0.7661
"cg25003777","TCGA-YL-A8SA-01",0.6759
"cg25003777","TCGA-YL-A8SB-01",0.2009
"cg25003777","TCGA-YL-A8SC-01",0.3877
"cg25003777","TCGA-YL-A8SF-01",0.5855
"cg25003777","TCGA-YL-A8SH-01",0.5534
"cg25003777","TCGA-YL-A8SI-01",0.3726
"cg25003777","TCGA-YL-A8SJ-01",0.449
"cg25003777","TCGA-YL-A8SK-01",0.2635
"cg25003777","TCGA-YL-A8SL-01",0.6625
"cg25003777","TCGA-YL-A8SO-01",0.5122
"cg25003777","TCGA-YL-A8SP-01",0.7196
"cg25003777","TCGA-YL-A8SQ-01",0.6256
"cg25003777","TCGA-YL-A8SR-01",0.5688
"cg25003777","TCGA-YL-A9WH-01",0.676
"cg25003777","TCGA-YL-A9WI-01",0.7244
"cg25003777","TCGA-YL-A9WJ-01",0.2627
"cg25003777","TCGA-YL-A9WK-01",0.1729
"cg25003777","TCGA-YL-A9WL-01",0.7324
"cg25003777","TCGA-YL-A9WX-01",0.252
"cg25003777","TCGA-YL-A9WY-01",0.2826
"cg25003777","TCGA-ZG-A8QW-01",0.3616
"cg25003777","TCGA-ZG-A8QX-01",0.4081
"cg25003777","TCGA-ZG-A8QY-01",0.525
"cg25003777","TCGA-ZG-A8QZ-01",0.3917
"cg25003777","TCGA-ZG-A9KY-01",0.5089
"cg25003777","TCGA-ZG-A9L0-01",0.5389
"cg25003777","TCGA-ZG-A9L1-01",0.4689
"cg25003777","TCGA-ZG-A9L2-01",0.3116
"cg25003777","TCGA-ZG-A9L4-01",0.3123
"cg25003777","TCGA-ZG-A9L5-01",0.4955
"cg25003777","TCGA-ZG-A9L6-01",0.2973
"cg25003777","TCGA-ZG-A9L9-01",0.3856
"cg25003777","TCGA-ZG-A9LB-01",0.4243
"cg25003777","TCGA-ZG-A9LM-01",0.4829
"cg25003777","TCGA-ZG-A9LN-01",0.2642
"cg25003777","TCGA-ZG-A9LS-01",0.2255
"cg25003777","TCGA-ZG-A9LU-01",0.1724
"cg25003777","TCGA-ZG-A9LY-01",0.3296
"cg25003777","TCGA-ZG-A9LZ-01",0.5244
"cg25003777","TCGA-ZG-A9M4-01",0.3628
"cg25003777","TCGA-ZG-A9MC-01",0.2195
"cg25003777","TCGA-ZG-A9N3-01",0.2102
"cg25003777","TCGA-ZG-A9ND-01",0.5873
"cg25003777","TCGA-ZG-A9NI-01",0.4965
"cg14652638","TCGA-2A-A8VL-01",0.4649
"cg14652638","TCGA-2A-A8VO-01",0.705
"cg14652638","TCGA-2A-A8VT-01",0.572
"cg14652638","TCGA-2A-A8VV-01",0.7213
"cg14652638","TCGA-2A-A8VX-01",0.8207
"cg14652638","TCGA-2A-A8W1-01",0.8281
"cg14652638","TCGA-2A-A8W3-01",0.4998
"cg14652638","TCGA-2A-AAYF-01",0.7047
"cg14652638","TCGA-2A-AAYO-01",0.5146
"cg14652638","TCGA-2A-AAYU-01",0.704
"cg14652638","TCGA-4L-AA1F-01",0.4123
"cg14652638","TCGA-CH-5737-01",0.7629
"cg14652638","TCGA-CH-5738-01",0.5375
"cg14652638","TCGA-CH-5739-01",0.6385
"cg14652638","TCGA-CH-5740-01",0.6526
"cg14652638","TCGA-CH-5741-01",0.7264
"cg14652638","TCGA-CH-5743-01",0.036
"cg14652638","TCGA-CH-5744-01",0.549
"cg14652638","TCGA-CH-5745-01",0.558
"cg14652638","TCGA-CH-5746-01",0.4353
"cg14652638","TCGA-CH-5748-01",0.573
"cg14652638","TCGA-CH-5750-01",0.6408
"cg14652638","TCGA-CH-5751-01",0.459
"cg14652638","TCGA-CH-5752-01",0.6569
"cg14652638","TCGA-CH-5753-01",0.7162
"cg14652638","TCGA-CH-5754-01",0.4652
"cg14652638","TCGA-CH-5761-01",0.5881
"cg14652638","TCGA-CH-5762-01",0.4868
"cg14652638","TCGA-CH-5763-01",0.1981
"cg14652638","TCGA-CH-5764-01",0.5568
"cg14652638","TCGA-CH-5765-01",0.6556
"cg14652638","TCGA-CH-5766-01",0.5098
"cg14652638","TCGA-CH-5767-01",0.728
"cg14652638","TCGA-CH-5768-01",0.6421
"cg14652638","TCGA-CH-5769-01",0.5497
"cg14652638","TCGA-CH-5771-01",0.3962
"cg14652638","TCGA-CH-5772-01",0.6395
"cg14652638","TCGA-CH-5788-01",0.7447
"cg14652638","TCGA-CH-5789-01",0.1704
"cg14652638","TCGA-CH-5790-01",0.7021
"cg14652638","TCGA-CH-5791-01",0.6178
"cg14652638","TCGA-CH-5792-01",0.5191
"cg14652638","TCGA-CH-5794-01",0.5961
"cg14652638","TCGA-EJ-5494-01",0.6579
"cg14652638","TCGA-EJ-5495-01",0.4212
"cg14652638","TCGA-EJ-5496-01",0.5419
"cg14652638","TCGA-EJ-5497-01",0.4956
"cg14652638","TCGA-EJ-5498-01",0.2901
"cg14652638","TCGA-EJ-5499-01",0.4726
"cg14652638","TCGA-EJ-5501-01",0.4486
"cg14652638","TCGA-EJ-5502-01",0.4725
"cg14652638","TCGA-EJ-5503-01",0.1211
"cg14652638","TCGA-EJ-5504-01",0.5605
"cg14652638","TCGA-EJ-5505-01",0.5331
"cg14652638","TCGA-EJ-5506-01",0.2965
"cg14652638","TCGA-EJ-5507-01",0.5401
"cg14652638","TCGA-EJ-5508-01",0.4976
"cg14652638","TCGA-EJ-5509-01",0.4993
"cg14652638","TCGA-EJ-5510-01",0.4226
"cg14652638","TCGA-EJ-5511-01",0.7169
"cg14652638","TCGA-EJ-5512-01",0.4594
"cg14652638","TCGA-EJ-5514-01",0.5154
"cg14652638","TCGA-EJ-5515-01",0.2134
"cg14652638","TCGA-EJ-5516-01",0.4208
"cg14652638","TCGA-EJ-5517-01",0.4353
"cg14652638","TCGA-EJ-5518-01",0.4834
"cg14652638","TCGA-EJ-5519-01",0.6049
"cg14652638","TCGA-EJ-5521-01",0.535
"cg14652638","TCGA-EJ-5522-01",0.3921
"cg14652638","TCGA-EJ-5524-01",0.4935
"cg14652638","TCGA-EJ-5525-01",0.7534
"cg14652638","TCGA-EJ-5526-01",0.5291
"cg14652638","TCGA-EJ-5527-01",0.4811
"cg14652638","TCGA-EJ-5530-01",0.6884
"cg14652638","TCGA-EJ-5531-01",0.3796
"cg14652638","TCGA-EJ-5532-01",0.5393
"cg14652638","TCGA-EJ-5542-01",0.546
"cg14652638","TCGA-EJ-7115-01",0.5665
"cg14652638","TCGA-EJ-7123-01",0.6287
"cg14652638","TCGA-EJ-7125-01",0.6037
"cg14652638","TCGA-EJ-7218-01",0.6168
"cg14652638","TCGA-EJ-7312-01",0.6794
"cg14652638","TCGA-EJ-7314-01",0.5519
"cg14652638","TCGA-EJ-7315-01",0.5829
"cg14652638","TCGA-EJ-7317-01",0.6562
"cg14652638","TCGA-EJ-7318-01",0.5603
"cg14652638","TCGA-EJ-7321-01",0.5824
"cg14652638","TCGA-EJ-7325-01",0.7079
"cg14652638","TCGA-EJ-7327-01",0.563
"cg14652638","TCGA-EJ-7328-01",0.4639
"cg14652638","TCGA-EJ-7330-01",0.4321
"cg14652638","TCGA-EJ-7331-01",0.5465
"cg14652638","TCGA-EJ-7781-01",0.3473
"cg14652638","TCGA-EJ-7782-01",0.6107
"cg14652638","TCGA-EJ-7783-01",0.4798
"cg14652638","TCGA-EJ-7784-01",0.7043
"cg14652638","TCGA-EJ-7785-01",0.4647
"cg14652638","TCGA-EJ-7786-01",0.5348
"cg14652638","TCGA-EJ-7788-01",0.6091
"cg14652638","TCGA-EJ-7789-01",0.8288
"cg14652638","TCGA-EJ-7791-01",0.4808
"cg14652638","TCGA-EJ-7792-01",0.3663
"cg14652638","TCGA-EJ-7793-01",0.5002
"cg14652638","TCGA-EJ-7794-01",0.4179
"cg14652638","TCGA-EJ-7797-01",0.4867
"cg14652638","TCGA-EJ-8468-01",0.6027
"cg14652638","TCGA-EJ-8469-01",0.7444
"cg14652638","TCGA-EJ-8470-01",0.5456
"cg14652638","TCGA-EJ-8472-01",0.7153
"cg14652638","TCGA-EJ-8474-01",0.6892
"cg14652638","TCGA-EJ-A46B-01",0.4526
"cg14652638","TCGA-EJ-A46D-01",0.2639
"cg14652638","TCGA-EJ-A46E-01",0.1862
"cg14652638","TCGA-EJ-A46F-01",0.8611
"cg14652638","TCGA-EJ-A46G-01",0.6616
"cg14652638","TCGA-EJ-A46H-01",0.0236
"cg14652638","TCGA-EJ-A46I-01",0.4756
"cg14652638","TCGA-EJ-A65B-01",0.3932
"cg14652638","TCGA-EJ-A65D-01",0.9126
"cg14652638","TCGA-EJ-A65E-01",0.5497
"cg14652638","TCGA-EJ-A65F-01",0.6317
"cg14652638","TCGA-EJ-A65G-01",0.4047
"cg14652638","TCGA-EJ-A65J-01",0.56
"cg14652638","TCGA-EJ-A65M-01",0.6077
"cg14652638","TCGA-EJ-A6RA-01",0.3421
"cg14652638","TCGA-EJ-A6RC-01",0.5322
"cg14652638","TCGA-EJ-A7NF-01",0.6682
"cg14652638","TCGA-EJ-A7NG-01",0.242
"cg14652638","TCGA-EJ-A7NH-01",0.3806
"cg14652638","TCGA-EJ-A7NJ-01",0.2318
"cg14652638","TCGA-EJ-A7NK-01",0.1528
"cg14652638","TCGA-EJ-A7NM-01",0.5888
"cg14652638","TCGA-EJ-A7NN-01",0.1641
"cg14652638","TCGA-EJ-A8FN-01",0.5285
"cg14652638","TCGA-EJ-A8FO-01",0.3228
"cg14652638","TCGA-EJ-A8FP-01",0.149
"cg14652638","TCGA-EJ-A8FS-01",0.714
"cg14652638","TCGA-EJ-A8FU-01",0.2333
"cg14652638","TCGA-EJ-AB20-01",0.5559
"cg14652638","TCGA-EJ-AB27-01",0.4439
"cg14652638","TCGA-FC-7708-01",0.449
"cg14652638","TCGA-FC-7961-01",0.5479
"cg14652638","TCGA-FC-A4JI-01",0.0204
"cg14652638","TCGA-FC-A5OB-01",0.6883
"cg14652638","TCGA-FC-A66V-01",0.0494
"cg14652638","TCGA-FC-A6HD-01",0.7279
"cg14652638","TCGA-FC-A8O0-01",0.0834
"cg14652638","TCGA-G9-6329-01",0.3761
"cg14652638","TCGA-G9-6332-01",0.7237
"cg14652638","TCGA-G9-6333-01",0.5218
"cg14652638","TCGA-G9-6336-01",0.3882
"cg14652638","TCGA-G9-6338-01",0.709
"cg14652638","TCGA-G9-6339-01",0.5507
"cg14652638","TCGA-G9-6342-01",0.56
"cg14652638","TCGA-G9-6343-01",0.4985
"cg14652638","TCGA-G9-6347-01",0.3861
"cg14652638","TCGA-G9-6348-01",0.4282
"cg14652638","TCGA-G9-6351-01",0.4703
"cg14652638","TCGA-G9-6353-01",0.3262
"cg14652638","TCGA-G9-6354-01",0.5934
"cg14652638","TCGA-G9-6356-01",0.4817
"cg14652638","TCGA-G9-6361-01",0.6258
"cg14652638","TCGA-G9-6362-01",0.676
"cg14652638","TCGA-G9-6363-01",0.5165
"cg14652638","TCGA-G9-6364-01",0.4402
"cg14652638","TCGA-G9-6365-01",0.4868
"cg14652638","TCGA-G9-6366-01",0.5707
"cg14652638","TCGA-G9-6367-01",0.1718
"cg14652638","TCGA-G9-6369-01",0.7332
"cg14652638","TCGA-G9-6370-01",0.1757
"cg14652638","TCGA-G9-6371-01",0.6155
"cg14652638","TCGA-G9-6373-01",0.5854
"cg14652638","TCGA-G9-6377-01",0.5906
"cg14652638","TCGA-G9-6378-01",0.3332
"cg14652638","TCGA-G9-6379-01",0.4753
"cg14652638","TCGA-G9-6384-01",0.4807
"cg14652638","TCGA-G9-6385-01",0.4505
"cg14652638","TCGA-G9-6494-01",0.4266
"cg14652638","TCGA-G9-6496-01",0.6938
"cg14652638","TCGA-G9-6498-01",0.5312
"cg14652638","TCGA-G9-6499-01",0.45
"cg14652638","TCGA-G9-7509-01",0.5861
"cg14652638","TCGA-G9-7510-01",0.5125
"cg14652638","TCGA-G9-7519-01",0.4899
"cg14652638","TCGA-G9-7521-01",0.5827
"cg14652638","TCGA-G9-7522-01",0.4537
"cg14652638","TCGA-G9-7523-01",0.5089
"cg14652638","TCGA-G9-7525-01",0.6555
"cg14652638","TCGA-G9-A9S0-01",0.4042
"cg14652638","TCGA-G9-A9S4-01",0.6273
"cg14652638","TCGA-G9-A9S7-01",0.5245
"cg14652638","TCGA-H9-7775-01",0.6814
"cg14652638","TCGA-H9-A6BX-01",0.2956
"cg14652638","TCGA-H9-A6BY-01",0.6849
"cg14652638","TCGA-HC-7075-01",0.7383
"cg14652638","TCGA-HC-7077-01",0.8063
"cg14652638","TCGA-HC-7078-01",0.6364
"cg14652638","TCGA-HC-7079-01",0.2059
"cg14652638","TCGA-HC-7080-01",0.8075
"cg14652638","TCGA-HC-7081-01",0.4833
"cg14652638","TCGA-HC-7209-01",0.5227
"cg14652638","TCGA-HC-7210-01",0.5028
"cg14652638","TCGA-HC-7211-01",0.5127
"cg14652638","TCGA-HC-7212-01",0.6727
"cg14652638","TCGA-HC-7213-01",0.6702
"cg14652638","TCGA-HC-7230-01",0.7636
"cg14652638","TCGA-HC-7231-01",0.6106
"cg14652638","TCGA-HC-7232-01",0.5559
"cg14652638","TCGA-HC-7233-01",0.5366
"cg14652638","TCGA-HC-7736-01",0.5245
"cg14652638","TCGA-HC-7737-01",0.4616
"cg14652638","TCGA-HC-7738-01",0.6331
"cg14652638","TCGA-HC-7740-01",0.3185
"cg14652638","TCGA-HC-7742-01",0.1591
"cg14652638","TCGA-HC-7744-01",0.6827
"cg14652638","TCGA-HC-7745-01",0.4491
"cg14652638","TCGA-HC-7747-01",0.2037
"cg14652638","TCGA-HC-7748-01",0.5497
"cg14652638","TCGA-HC-7749-01",0.5881
"cg14652638","TCGA-HC-7750-01",0.3784
"cg14652638","TCGA-HC-7752-01",0.8098
"cg14652638","TCGA-HC-7817-01",0.3121
"cg14652638","TCGA-HC-7818-01",0.5672
"cg14652638","TCGA-HC-7819-01",0.6726
"cg14652638","TCGA-HC-7820-01",0.5346
"cg14652638","TCGA-HC-7821-01",0.6758
"cg14652638","TCGA-HC-8213-01",0.7765
"cg14652638","TCGA-HC-8216-01",0.5694
"cg14652638","TCGA-HC-8256-01",0.6067
"cg14652638","TCGA-HC-8257-01",0.634
"cg14652638","TCGA-HC-8258-01",0.2811
"cg14652638","TCGA-HC-8259-01",0.581
"cg14652638","TCGA-HC-8260-01",0.3983
"cg14652638","TCGA-HC-8261-01",0.5201
"cg14652638","TCGA-HC-8262-01",0.6263
"cg14652638","TCGA-HC-8264-01",0.6365
"cg14652638","TCGA-HC-8265-01",0.57385
"cg14652638","TCGA-HC-8266-01",0.5267
"cg14652638","TCGA-HC-A48F-01",0.7618
"cg14652638","TCGA-HC-A4ZV-01",0.6066
"cg14652638","TCGA-HC-A631-01",0.8232
"cg14652638","TCGA-HC-A632-01",0.4125
"cg14652638","TCGA-HC-A6AL-01",0.6117
"cg14652638","TCGA-HC-A6AN-01",0.6245
"cg14652638","TCGA-HC-A6AO-01",0.7217
"cg14652638","TCGA-HC-A6AP-01",0.4991
"cg14652638","TCGA-HC-A6AQ-01",0.5527
"cg14652638","TCGA-HC-A6AS-01",0.4843
"cg14652638","TCGA-HC-A6HX-01",0.3154
"cg14652638","TCGA-HC-A6HY-01",0.2945
"cg14652638","TCGA-HC-A76W-01",0.5508
"cg14652638","TCGA-HC-A76X-01",0.7363
"cg14652638","TCGA-HC-A8CY-01",0.5524
"cg14652638","TCGA-HC-A8D0-01",0.2675
"cg14652638","TCGA-HC-A8D1-01",0.301
"cg14652638","TCGA-HC-A9TE-01",0.4986
"cg14652638","TCGA-HC-A9TH-01",0.4556
"cg14652638","TCGA-HI-7168-01",0.5995
"cg14652638","TCGA-HI-7169-01",0.5392
"cg14652638","TCGA-HI-7170-01",0.5172
"cg14652638","TCGA-HI-7171-01",0.7361
"cg14652638","TCGA-J4-8198-01",0.5835
"cg14652638","TCGA-J4-8200-01",0.5087
"cg14652638","TCGA-J4-A67K-01",0.5772
"cg14652638","TCGA-J4-A67L-01",0.5654
"cg14652638","TCGA-J4-A67M-01",0.4605
"cg14652638","TCGA-J4-A67N-01",0.6438
"cg14652638","TCGA-J4-A67O-01",0.4387
"cg14652638","TCGA-J4-A67Q-01",0.4905
"cg14652638","TCGA-J4-A67R-01",0.4564
"cg14652638","TCGA-J4-A67S-01",0.5446
"cg14652638","TCGA-J4-A67T-01",0.62
"cg14652638","TCGA-J4-A6G1-01",0.2781
"cg14652638","TCGA-J4-A6G3-01",0.3352
"cg14652638","TCGA-J4-A6M7-01",0.6992
"cg14652638","TCGA-J4-A83I-01",0.6236
"cg14652638","TCGA-J4-A83J-01",0.5529
"cg14652638","TCGA-J4-A83K-01",0.5539
"cg14652638","TCGA-J4-A83L-01",0.5112
"cg14652638","TCGA-J4-A83M-01",0.5896
"cg14652638","TCGA-J4-A83N-01",0.6037
"cg14652638","TCGA-J4-AATV-01",0.4005
"cg14652638","TCGA-J4-AATZ-01",0.6125
"cg14652638","TCGA-J4-AAU2-01",0.6921
"cg14652638","TCGA-J9-A52B-01",0.5888
"cg14652638","TCGA-J9-A52C-01",0.4369
"cg14652638","TCGA-J9-A52D-01",0.918
"cg14652638","TCGA-J9-A52E-01",0.5499
"cg14652638","TCGA-J9-A8CK-01",0.3734
"cg14652638","TCGA-J9-A8CL-01",0.6068
"cg14652638","TCGA-J9-A8CM-01",0.4871
"cg14652638","TCGA-J9-A8CN-01",0.7723
"cg14652638","TCGA-J9-A8CP-01",0.5776
"cg14652638","TCGA-KC-A4BL-01",0.3021
"cg14652638","TCGA-KC-A4BN-01",0.5558
"cg14652638","TCGA-KC-A4BO-01",0.0358
"cg14652638","TCGA-KC-A4BR-01",0.2834
"cg14652638","TCGA-KC-A4BV-01",0.521
"cg14652638","TCGA-KC-A7F3-01",0.5529
"cg14652638","TCGA-KC-A7F5-01",0.9131
"cg14652638","TCGA-KC-A7F6-01",0.6091
"cg14652638","TCGA-KC-A7FA-01",0.3564
"cg14652638","TCGA-KC-A7FD-01",0.693
"cg14652638","TCGA-KC-A7FE-01",0.3267
"cg14652638","TCGA-KK-A59V-01",0.5105
"cg14652638","TCGA-KK-A59X-01",0.7325
"cg14652638","TCGA-KK-A59Y-01",0.6986
"cg14652638","TCGA-KK-A59Z-01",0.7936
"cg14652638","TCGA-KK-A5A1-01",0.844
"cg14652638","TCGA-KK-A6DY-01",0.5803
"cg14652638","TCGA-KK-A6E0-01",0.6479
"cg14652638","TCGA-KK-A6E1-01",0.7058
"cg14652638","TCGA-KK-A6E2-01",0.7737
"cg14652638","TCGA-KK-A6E3-01",0.5527
"cg14652638","TCGA-KK-A6E4-01",0.7198
"cg14652638","TCGA-KK-A6E5-01",0.6527
"cg14652638","TCGA-KK-A6E6-01",0.618
